New samples for modifying feature 0
0.033, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.034, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.035, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.036, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.037, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.038, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.039, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.04, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.041, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.042, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.043, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.044, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.045, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.046, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.047, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.048, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.049, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.05, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.051, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.052, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.053, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.054, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.055, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.056, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.057, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.058, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.059, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.061, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.062, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.063, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.064, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.065, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.066, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.067, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.068, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.069, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.07, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.071, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.072, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.073, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.074, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.075, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.076, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.077, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.078, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.079, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.08, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.081, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.082, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.083, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.084, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.085, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.086, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.087, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.088, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.089, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.09, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.091, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.092, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.093, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.094, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.095, 0.02082, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
New samples for modifying feature 1
0.06158, 0.0, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.001, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.002, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.003, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.004, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.005, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.006, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
0.06158, 0.007, 0.30915, 0.2898, 0.03152, 0.30347, 0.18008, 0.46782, 0.60911, 0.81574
