Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10
0.865686619532222,0.7708427545156349,0.13949860815403559,0.33608837285071935,0.19528219883633802,0.4011874850796886,0.18322216281313886,0.7375940961491881,0.0691248675823728,0.8937633713908582
0.36359499055504707,0.24839986642013046,0.2533739103346315,0.3962657099759467,0.5420746574089548,0.3770089997557978,0.1946064046396223,0.24355512718671668,0.4182814687032861,0.5178816073750139
0.804178446186631,0.8035221401541126,0.03609027542346921,0.14230624148371107,0.6603760267638727,0.8467701576352802,0.1363671613277989,0.08951833802794706,0.2642395915355804,0.1416599364328086
0.4206381142771288,0.18046285825396868,0.4580671408809557,0.03119659113873796,0.6507716956063863,0.29786366057519487,0.9827874477834623,0.9769628232421095,0.31102459736353005,0.20146874667585324
0.8957481509654537,0.9139081640556291,0.2458482673267931,0.0013844665577897874,0.5275224884207661,0.7690206281227693,0.21105067022141655,0.4401159600096737,0.7418684417029525,0.1515557049700912
0.5090524651098484,0.14257546827838385,0.43639631505983834,0.4911549763898395,0.27093936757608883,0.5983867882997684,0.8930250379416823,0.7230039015012231,0.22226120788732184,0.2662789654037566
0.7110294751850919,0.7717432312435122,0.4816184712962185,0.7030943852099324,0.764440131681129,0.4876344304271557,0.5068407141762262,0.6102580016906635,0.18772880469518172,0.29980561001113837
0.30262095138539225,0.49894175275854424,0.24134857947492006,0.09187995146179484,0.3325157719762907,0.6979658230922001,0.75816692250268,0.5240197889084154,0.155501497946127,0.7447075564807498
0.45966946726256386,0.9490068090825676,0.12353660265406352,0.6389511088529339,0.3935569546230274,0.43076240478668104,0.9120268771247341,0.7101968842137588,0.5260516486440232,0.5475911545807577
0.22638423246034933,0.04332358365025568,0.2852445207230996,0.05363242106210275,0.3004104089396593,0.6122907439466267,0.8032055533589827,0.9328782010571853,0.3677394249687921,0.13373655471354107
0.7825763772983695,0.057066039788878364,0.9889276307901993,0.3017463895567286,0.6592753783831248,0.3531936839146519,0.6158790677174041,0.2546377576894959,0.0636105038007504,0.012535128363594827
0.10497325313576622,0.4365227488120107,0.7916422559464937,0.9058769485240511,0.09616242925727925,0.6906134891145439,0.39885847518871453,0.19720748292667145,0.4533567415400517,0.06965807796314405
0.3139396347511233,0.40989346013845973,0.16113221531598587,0.7401073122216512,0.6367763182698476,0.29288064122819313,0.6868722302080827,0.7255401422136948,0.0079065865383805,0.15522707162775162
0.045084828348665784,0.6130487717173225,0.8797174912465912,0.7228036379193731,0.5084153056336606,0.6101516590583538,0.2886756936193605,0.059541584337082676,0.43111184203722674,0.18942254791398128
0.192153856272678,0.9892202548851304,0.022375749641993625,0.5087681199299947,0.18841832785656842,0.1780706361705382,0.8851977236876177,0.5853485401394936,0.27450466726047607,0.6014928595182075
